time,year,month,sampledate,CL.mean,CL.max,CL.min,scenario,reduction
869,2035,11,2035-11-01,93.84661383073802,122.09919979121487,72.65013526815937,25% Reduction,25%
870,2035,12,2035-12-01,94.4433102173128,122.46614278921471,74.02125887166399,25% Reduction,25%
871,2036,1,2036-01-01,101.9459530375433,128.45470317602525,82.78227841452693,25% Reduction,25%
872,2036,2,2036-02-01,110.77349875088703,135.42424593255407,93.8155540338775,25% Reduction,25%
873,2036,3,2036-03-01,111.766833425795,136.40652610396083,94.02515286534995,25% Reduction,25%
874,2036,4,2036-04-01,107.0343533239052,130.28155853459234,87.20372052431156,25% Reduction,25%
875,2036,5,2036-05-01,103.05459226388344,128.56805802383127,84.45282625744059,25% Reduction,25%
876,2036,6,2036-06-01,100.56367299611502,122.49734181600151,78.74692727523582,25% Reduction,25%
877,2036,7,2036-07-01,98.74964925105611,122.19379642231644,74.76644332704292,25% Reduction,25%
878,2036,8,2036-08-01,97.09576807756545,122.19379642231644,73.967212406216,25% Reduction,25%
879,2036,9,2036-09-01,95.17812019364759,122.19379642231644,73.2262284295191,25% Reduction,25%
880,2036,10,2036-10-01,92.99828762052829,121.1757806421013,72.26443842085793,25% Reduction,25%
881,2036,11,2036-11-01,92.71267697456899,120.90538440748603,73.70291709661704,25% Reduction,25%
882,2036,12,2036-12-01,96.73176170920776,125.71464934883255,79.80484662106201,25% Reduction,25%
